Date,Open,High,Low,Close,Adj Close,Volume
2016-05-13,1060,1069,1055,1065.199951,1056.780151,1078609
2016-05-16,1063,1085,1058.050049,1080.800049,1072.256958,806795
2016-05-17,1083,1099.800049,1077,1084.449951,1075.878052,1890354
2016-05-18,1080,1086,1066.349976,1083,1074.439575,692837
2016-05-19,1078,1081.099976,1064.949951,1072.099976,1063.625732,778327
2016-05-20,1069,1076.400024,1059,1070.449951,1061.98877,687097
2016-05-23,1072.349976,1079.949951,1050.300049,1056.300049,1047.950684,1038361
2016-05-24,1056.400024,1056.400024,1039.150024,1043.650024,1035.400513,1287874
2016-05-25,1055.25,1098.900024,1055.25,1096.150024,1087.485596,1011656
2016-05-26,1095.050049,1109,1088,1103.900024,1095.174316,1356124
2016-05-27,1101.25,1111.849976,1099.150024,1104.099976,1095.372803,1377065
2016-05-30,1106.199951,1113.550049,1096.900024,1100.300049,1091.602905,927569
2016-05-31,1101.099976,1107.050049,1095,1102.849976,1094.13269,1043245
2016-06-01,1103,1107.800049,1096.550049,1103.75,1095.025635,692901
2016-06-02,1105,1124.900024,1099.150024,1121.800049,1112.932983,1139626
2016-06-03,1130,1132.5,1119.099976,1123.949951,1115.065796,771905
2016-06-06,1124.949951,1130,1115.550049,1121.75,1112.883179,453741
2016-06-07,1126.5,1128.949951,1104.449951,1109.900024,1101.126953,886165
2016-06-08,1113,1119.599976,1093.199951,1113.599976,1104.797729,644739
2016-06-09,1114.849976,1125,1103.349976,1122,1113.131348,862716
2016-06-10,1114.099976,1126.25,1108.150024,1109.900024,1101.126953,1033099
2016-06-13,1100,1119.900024,1100,1108.449951,1099.688354,986935
2016-06-14,1103.349976,1119.900024,1099.550049,1116.75,1107.922729,615029
2016-06-15,1119.050049,1125.599976,1110,1123.550049,1114.669067,894254
2016-06-16,1118.900024,1118.900024,1086.25,1100.25,1091.553223,938648
2016-06-17,1107,1107.699951,1085.5,1099.199951,1090.511475,1499517
2016-06-20,1089.849976,1113,1088.5,1103.550049,1094.827148,655632
2016-06-21,1103,1103.650024,1088.5,1090.650024,1082.029053,789073
2016-06-22,1090.650024,1097,1085.699951,1090.900024,1082.277222,1351762
2016-06-23,1088.849976,1111,1086.650024,1103.300049,1099.113037,1304906
2016-06-24,1052.099976,1100,1045.75,1095.800049,1091.641479,1757436
2016-06-27,1091.800049,1100,1074.400024,1079.800049,1075.702271,651019
2016-06-28,1080,1090.650024,1076.699951,1084.699951,1080.583496,705465
